,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
909,Forushande,(2016),124 min,7.7,85        ,"63,143",$2.40M,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
910,The Magdalene Sisters,(2002),114 min,7.7,83        ,"27,995",$4.89M,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
911,The Lady Vanishes,(1938),96 min,7.7,98        ,"55,383",%^%^%^,"While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train."
912,Das Experiment,(2001),120 min,7.7,59        ,"95,279",$0.14M,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
913,Ondskan,(2003),113 min,7.7,61        ,"40,541",$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
914,Adams æbler,(2005),94 min,7.7,51        ,"52,971",$0.00M,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.
915,Marty,(1955),90 min,7.7,82        ,"25,926",%^%^%^,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.
916,Les triplettes de Belleville,(2003),80 min,7.7,91        ,"56,102",$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
917,Kokuhaku,(2010),106 min,7.7,****,"40,955",%^%^%^,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
918,Toki o kakeru shôjo,(2006),98 min,7.7,66        ,"69,091",%^%^%^,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
919,In America,(2002),105 min,7.7,76        ,"43,882",$15.54M,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
920,Hana-bi,(1997),103 min,7.7,83        ,"32,109",$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
921,The Purple Rose of Cairo,(1985),82 min,7.7,75        ,"53,522",$10.63M,"In 1935 New Jersey, a movie character walks off the screen and into the real world."
922,Efter brylluppet,(2006),120 min,7.7,78        ,"36,034",$0.41M,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
923,The Breadwinner,(2017),94 min,7.7,78        ,"27,387",$0.31M,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
924,The Muppet Christmas Carol,(1992),85 min,7.7,64        ,"64,698",$27.28M,The Muppets present their own touching rendition of Charles Dickens' classic tale.
925,Jules et Jim,(1962),105 min,7.7,97        ,"43,390",%^%^%^,Decades of a love triangle concerning two friends and an impulsive woman.
926,Love and Death,(1975),85 min,7.7,89        ,"39,928",%^%^%^,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
927,Le passé,(2013),130 min,7.7,85        ,"50,105",$1.33M,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
928,Zelig,(1983),79 min,7.7,****,"43,325",$11.80M,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people."
929,Auf der anderen Seite,(2007),122 min,7.7,85        ,"32,949",$0.74M,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.
930,Once Upon a Time in... Hollywood,(2019),161 min,7.6,83        ,"797,254",$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
931,Harry Potter and the Sorcerer's Stone,(2001),152 min,7.6,65        ,"822,218",$317.58M,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
932,American Psycho,(2000),102 min,7.6,64        ,"673,587",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
933,Saw,(2004),103 min,7.6,46        ,"442,469",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
934,Kick-Ass,(2010),117 min,7.6,66        ,"580,944",$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
935,Guardians of the Galaxy Vol. 2,(2017),136 min,7.6,67        ,"733,204",$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego."
936,The Fifth Element,(1997),126 min,7.6,52        ,"491,037",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
937,The Blind Side,(2009),129 min,7.6,53        ,"350,600",$255.96M,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
938,Watchmen,(2009),162 min,7.6,56        ,"568,665",$107.51M,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
939,Superbad,(2007),113 min,7.6,76        ,"610,126",$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
940,RoboCop,(1987),102 min,7.6,70        ,"271,345",$53.42M,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
941,300,(2006),117 min,7.6,52        ,"844,640",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
942,Moneyball,(2011),133 min,7.6,87        ,"447,544",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
943,My Cousin Vinny,(1992),120 min,7.6,68        ,"134,947",$52.93M,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
944,Office Space,(1999),89 min,7.6,68        ,"279,247",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.
945,A Star Is Born,(2018),136 min,7.6,88        ,"404,266",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
946,Deadpool 2,(2018),119 min,7.6,66        ,"617,021",$324.59M,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
947,The Machinist,(2004),101 min,7.6,61        ,"405,625",$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
948,What We Do in the Shadows,(2014),86 min,7.6,76        ,"192,859",$3.33M,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
949,Star Wars: Episode III - Revenge of the Sith,(2005),140 min,7.6,68        ,"821,606",$380.26M,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
950,Snow White and the Seven Dwarfs,(1937),83 min,7.6,96        ,"209,187",$184.93M,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
951,The Others,(2001),101 min,7.6,74        ,"380,921",$96.52M,"During World War II, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
952,Mulan,(1998),87 min,7.6,71        ,"304,285",$120.62M,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
953,Despicable Me,(2010),95 min,7.6,72        ,"567,461",$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
954,Dawn of the Planet of the Apes,(2014),130 min,7.6,79        ,"456,063",$208.55M,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
955,Stardust,(2007),127 min,7.6,66        ,"279,274",$38.63M,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
956,The Butterfly Effect,(2004),113 min,7.6,30        ,"508,009",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
